500,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000
-74.90856913605568,-74.95191794685466,-74.94739549302903,-74.9525605722707,-74.94663314232093,-74.94833739170112,-74.93460639441291,-74.95517007832977,-74.94931090930665,-74.91447946406059,-74.95662409718099,-74.95953417335895,-74.92467983567887,-74.80326612296203,-74.95086027302484,-74.8042035021146,-74.90075189220042,-74.74636390572951,-74.96332599445728,-74.93730412174335
-74.90856913605568,-74.95191794685466,-74.94739549302903,-74.9525605722707,-74.94663314232093,-74.92947556720378,-74.93460639441291,-74.95517007832977,-74.95787422178327,-74.91447946406059,-74.94125966208405,-74.95953417335895,-74.92467983567887,-74.80326612296203,-74.95086027302484,-74.8042035021146,-74.90075189220042,-74.74636390572951,-74.96131181425372,-74.93730137474495
-74.90856913605568,-74.95191794685466,-74.94739549302903,-74.9525605722707,-74.94663314232093,-74.94833698859307,-74.93460639441291,-74.95517007832977,-74.94931090930665,-74.91447946406059,-74.94125966208405,-74.95953417335895,-74.92467983567887,-74.80326612296203,-74.95086027302484,-74.8042035021146,-74.90075189220042,-74.74636390572951,-74.96324996736519,-74.94798883611583
-74.90856913605568,-74.95191794685466,-74.94739549302903,-74.9525605722707,-74.94663314232093,-74.94833698859307,-74.9346045065419,-74.95517007832977,-74.9581669827056,-74.91447946406059,-74.94125966208405,-74.95953417335895,-74.92467983567887,-74.80326612296203,-74.95086027302484,-74.8042035021146,-74.90075189220042,-74.74636390572951,-74.96332599445725,-74.93730412174335
-74.90856913605568,-74.95191794685466,-74.94739549302903,-74.9525605722707,-74.94663314232093,-74.94833698859307,-74.93460639441291,-74.95517007832977,-74.95787158939335,-74.91447946406059,-74.94124515109262,-74.95953417335895,-74.93267670868839,-74.80326612296203,-74.95086027302484,-74.8042035021146,-74.90075189220042,-74.74636390572951,-74.95926611765715,-74.93730412174335
-74.90856913605568,-74.95191794685466,-74.94739549302903,-74.9525605722707,-74.94663314232093,-74.95892402145901,-74.9252566821679,-74.95517007832977,-74.95787158939335,-74.91447946406059,-74.94125966208405,-74.95953417335895,-74.91021645889933,-74.80326612296203,-74.95086027302484,-74.8042035021146,-74.90075189220042,-74.74636390572951,-74.96131181425372,-74.93859058352231
-74.90856913605568,-74.95191794685466,-74.94739549302903,-74.9525605722707,-74.94663314232093,-74.95892402145901,-74.9252566821679,-74.95517007832977,-74.96021169142516,-74.91447946406059,-74.94125966208405,-74.95953417335895,-74.92462532955453,-74.80326612296203,-74.95086027302484,-74.8042035021146,-74.90075189220042,-74.74636390572951,-74.96332599445728,-74.93730137474495
-74.90856913605568,-74.95191794685466,-74.94739549302903,-74.9525605722707,-74.94663314232093,-74.94833739170112,-74.9346045065419,-74.95517007832977,-74.95787158939335,-74.91447946406059,-74.91555904659722,-74.95953417335895,-74.91021645889933,-74.80326612296203,-74.95086027302484,-74.8042035021146,-74.90075189220042,-74.74636390572951,-74.96332599445728,-74.94799054554507
-74.90856913605568,-74.94111082623927,-74.94739549302903,-74.9525605722707,-74.94663314232093,-74.94833698859307,-74.93460639441291,-74.95517007832977,-74.95787158939335,-74.91447946406059,-74.94125966208405,-74.95953417335895,-74.92467983567887,-74.80326612296203,-74.95086027302484,-74.8042035021146,-74.90075189220042,-74.74636390572951,-74.96253660025597,-74.95146203968166
-74.90856913605568,-74.95191794685466,-74.94739549302903,-74.9525605722707,-74.95115393960779,-74.94833739170112,-74.9346045065419,-74.95517007832977,-74.94931090930665,-74.91447946406059,-74.94125966208405,-74.95953417335895,-74.91021645889933,-74.80326612296203,-74.95086027302484,-74.8042035021146,-74.90075189220042,-74.74636390572951,-74.96332599445728,-74.9370135998529
