Time_UTC,growth_scenario,baseline_load_mw,dc_load_added_mw,total_load_with_dc_mw
2025-01-01 00:00:00,high,17402.18,383.40000000000146,17785.58
2025-01-01 01:00:00,high,17571.66,383.40000000000146,17955.06
2025-01-01 02:00:00,high,17565.85,383.40000000000146,17949.25
2025-01-01 03:00:00,high,17211.59,383.40000000000146,17594.99
2025-01-01 04:00:00,high,16731.74,383.3999999999978,17115.14
2025-01-01 05:00:00,high,16205.02,383.3999999999978,16588.42
2025-01-01 06:00:00,high,15612.82,383.39999999999964,15996.22
2025-01-01 07:00:00,high,14823.24,383.3899999999994,15206.63
2025-01-01 08:00:00,high,14229.21,383.40000000000146,14612.61
2025-01-01 09:00:00,high,13888.08,383.39999999999964,14271.48
2025-01-01 10:00:00,high,13946.89,383.39000000000124,14330.28
2025-01-01 11:00:00,high,14349.92,383.3899999999994,14733.31
2025-01-01 12:00:00,high,14828.48,383.39000000000124,15211.87
2025-01-01 13:00:00,high,15328.78,383.3899999999994,15712.17
2025-01-01 14:00:00,high,16563.63,383.3899999999994,16947.02
2025-01-01 15:00:00,high,17668.05,383.40000000000146,18051.45
2025-01-01 16:00:00,high,17998.85,383.39000000000306,18382.24
2025-01-01 17:00:00,high,18209.57,383.40000000000146,18592.97
2025-01-01 18:00:00,high,18234.85,383.39000000000306,18618.24
2025-01-01 19:00:00,high,18346.74,383.3899999999994,18730.13
2025-01-01 20:00:00,high,18590.39,383.3899999999994,18973.78
2025-01-01 21:00:00,high,18725.98,383.40000000000146,19109.38
2025-01-01 22:00:00,high,18753.4,383.3899999999994,19136.79
2025-01-01 23:00:00,high,18900.14,383.40000000000146,19283.54
2025-01-02 00:00:00,high,19156.46,383.40000000000146,19539.86
2025-01-02 01:00:00,high,19862.31,383.3999999999978,20245.71
2025-01-02 02:00:00,high,20304.05,383.40000000000146,20687.45
2025-01-02 03:00:00,high,19677.84,383.40000000000146,20061.24
2025-01-02 04:00:00,high,19148.33,383.3999999999978,19531.73
2025-01-02 05:00:00,high,18576.04,383.3999999999978,18959.44
2025-01-02 06:00:00,high,17974.69,383.39000000000306,18358.08
2025-01-02 07:00:00,high,17478.09,383.40000000000146,17861.49
2025-01-02 08:00:00,high,17501.79,383.3999999999978,17885.19
2025-01-02 09:00:00,high,18039.15,383.3899999999994,18422.54
2025-01-02 10:00:00,high,18719.28,383.40000000000146,19102.68
2025-01-02 11:00:00,high,19314.04,383.3999999999978,19697.44
2025-01-02 12:00:00,high,19956.29,383.3899999999994,20339.68
2025-01-02 13:00:00,high,20503.34,383.3899999999994,20886.73
2025-01-02 14:00:00,high,21456.57,383.40000000000146,21839.97
2025-01-02 15:00:00,high,22130.37,383.3899999999994,22513.76
2025-01-02 16:00:00,high,22265.75,383.3899999999994,22649.14
2025-01-02 17:00:00,high,22035.24,383.3999999999978,22418.64
2025-01-02 18:00:00,high,21825.79,383.3899999999994,22209.18
2025-01-02 19:00:00,high,21542.36,383.3899999999994,21925.75
2025-01-02 20:00:00,high,21309.11,383.3899999999994,21692.5
2025-01-02 21:00:00,high,21094.4,383.3999999999978,21477.8
2025-01-02 22:00:00,high,21065.04,383.3999999999978,21448.44
2025-01-02 23:00:00,high,21402.87,383.40000000000146,21786.27
2025-01-03 00:00:00,high,22318.27,383.3899999999994,22701.66
2025-01-03 01:00:00,high,22760.38,383.3999999999978,23143.78
2025-01-03 02:00:00,high,22830.97,383.3999999999978,23214.37
2025-01-03 03:00:00,high,22017.99,383.3999999999978,22401.39
2025-01-03 04:00:00,high,21179.64,383.3899999999994,21563.03
2025-01-03 05:00:00,high,20388.92,383.40000000000146,20772.32
2025-01-03 06:00:00,high,19597.85,383.40000000000146,19981.25
2025-01-03 07:00:00,high,18969.9,383.3899999999994,19353.29
2025-01-03 08:00:00,high,18952.87,383.3899999999994,19336.26
2025-01-03 09:00:00,high,19565.93,383.40000000000146,19949.33
2025-01-03 10:00:00,high,20192.42,383.39000000000306,20575.81
2025-01-03 11:00:00,high,20744.36,383.3899999999994,21127.75
2025-01-03 12:00:00,high,21277.03,383.40000000000146,21660.43
2025-01-03 13:00:00,high,21786.65,383.3899999999994,22170.04
2025-01-03 14:00:00,high,22311.22,383.3999999999978,22694.62
2025-01-03 15:00:00,high,22886.1,383.40000000000146,23269.5
2025-01-03 16:00:00,high,23244.53,383.40000000000146,23627.93
2025-01-03 17:00:00,high,23311.37,383.3899999999994,23694.76
2025-01-03 18:00:00,high,23059.74,383.3899999999994,23443.13
2025-01-03 19:00:00,high,22876.77,383.3899999999994,23260.16
2025-01-03 20:00:00,high,22826.48,383.40000000000146,23209.88
2025-01-03 21:00:00,high,22796.06,383.3999999999978,23179.46
2025-01-03 22:00:00,high,22810.23,383.3899999999994,23193.62
2025-01-03 23:00:00,high,22744.11,383.3999999999978,23127.51
2025-01-04 00:00:00,high,21293.71,383.40000000000146,21677.11
2025-01-04 01:00:00,high,21598.47,383.3899999999994,21981.86
2025-01-04 02:00:00,high,21600.89,383.3899999999994,21984.28
2025-01-04 03:00:00,high,20762.59,383.3899999999994,21145.98
2025-01-04 04:00:00,high,19930.61,383.3999999999978,20314.01
2025-01-04 05:00:00,high,19165.08,383.3899999999994,19548.47
2025-01-04 06:00:00,high,18481.82,383.40000000000146,18865.22
2025-01-04 07:00:00,high,18148.59,383.40000000000146,18531.99
2025-01-04 08:00:00,high,17972.01,383.40000000000146,18355.41
2025-01-04 09:00:00,high,18039.09,383.40000000000146,18422.49
2025-01-04 10:00:00,high,18343.36,383.3999999999978,18726.76
2025-01-04 11:00:00,high,18840.23,383.40000000000146,19223.63
2025-01-04 12:00:00,high,19405.21,383.3899999999994,19788.6
2025-01-04 13:00:00,high,19934.2,383.3899999999994,20317.59
2025-01-04 14:00:00,high,20839.09,383.40000000000146,21222.49
2025-01-04 15:00:00,high,21632.48,383.40000000000146,22015.88
2025-01-04 16:00:00,high,22013.15,383.3999999999978,22396.55
2025-01-04 17:00:00,high,22172.97,383.3899999999994,22556.36
2025-01-04 18:00:00,high,22190.7,383.3899999999994,22574.09
2025-01-04 19:00:00,high,22164.18,383.40000000000146,22547.58
2025-01-04 20:00:00,high,22140.62,383.3899999999994,22524.01
2025-01-04 21:00:00,high,22172.89,383.40000000000146,22556.29
2025-01-04 22:00:00,high,22211.78,383.40000000000146,22595.18
2025-01-04 23:00:00,high,22451.89,383.3899999999994,22835.28
2025-01-05 00:00:00,high,23841.81,383.3999999999978,24225.21
2025-01-05 01:00:00,high,24313.58,383.3999999999978,24696.98
2025-01-05 02:00:00,high,24510.52,383.3999999999978,24893.92
2025-01-05 03:00:00,high,23888.23,383.40000000000146,24271.63
2025-01-05 04:00:00,high,23272.92,383.40000000000146,23656.32
2025-01-05 05:00:00,high,22635.6,383.40000000000146,23019.0
2025-01-05 06:00:00,high,22132.89,383.40000000000146,22516.29
2025-01-05 07:00:00,high,22165.94,383.40000000000146,22549.34
2025-01-05 08:00:00,high,22474.34,383.40000000000146,22857.74
2025-01-05 09:00:00,high,22799.21,383.40000000000146,23182.61
2025-01-05 10:00:00,high,23261.31,383.3899999999994,23644.7
2025-01-05 11:00:00,high,23632.93,383.40000000000146,24016.33
2025-01-05 12:00:00,high,23949.88,383.3999999999978,24333.28
2025-01-05 13:00:00,high,24194.92,383.40000000000146,24578.32
2025-01-05 14:00:00,high,24861.65,383.3899999999994,25245.04
2025-01-05 15:00:00,high,23745.74,383.3999999999978,24129.14
2025-01-05 16:00:00,high,22369.22,383.3999999999978,22752.62
2025-01-05 17:00:00,high,21289.79,383.3999999999978,21673.19
2025-01-05 18:00:00,high,20490.67,383.40000000000146,20874.07
2025-01-05 19:00:00,high,19912.36,383.3999999999978,20295.76
2025-01-05 20:00:00,high,19625.71,383.40000000000146,20009.11
2025-01-05 21:00:00,high,19285.05,383.40000000000146,19668.45
2025-01-05 22:00:00,high,19217.46,383.40000000000146,19600.86
2025-01-05 23:00:00,high,20163.09,383.3899999999994,20546.48
2025-01-06 00:00:00,high,23077.59,383.40000000000146,23460.99
2025-01-06 01:00:00,high,23925.26,383.40000000000146,24308.66
2025-01-06 02:00:00,high,24412.49,383.3999999999978,24795.89
2025-01-06 03:00:00,high,24198.83,383.3899999999994,24582.22
2025-01-06 04:00:00,high,23715.16,383.40000000000146,24098.56
2025-01-06 05:00:00,high,23149.83,383.3999999999978,23533.23
2025-01-06 06:00:00,high,22602.55,383.3899999999994,22985.94
2025-01-06 07:00:00,high,22660.47,383.3999999999978,23043.87
2025-01-06 08:00:00,high,22903.92,383.40000000000146,23287.32
2025-01-06 09:00:00,high,23413.95,383.3999999999978,23797.35
2025-01-06 10:00:00,high,23995.43,383.40000000000146,24378.83
2025-01-06 11:00:00,high,24466.04,383.3999999999978,24849.44
2025-01-06 12:00:00,high,24783.14,383.40000000000146,25166.54
2025-01-06 13:00:00,high,25230.47,383.3999999999978,25613.87
2025-01-06 14:00:00,high,26072.96,383.40000000000146,26456.36
2025-01-06 15:00:00,high,24937.3,383.40000000000146,25320.7
2025-01-06 16:00:00,high,23325.64,383.3899999999994,23709.03
2025-01-06 17:00:00,high,21955.87,383.40000000000146,22339.27
2025-01-06 18:00:00,high,20930.52,383.3999999999978,21313.92
2025-01-06 19:00:00,high,20250.31,383.3899999999994,20633.7
2025-01-06 20:00:00,high,19989.57,383.40000000000146,20372.97
2025-01-06 21:00:00,high,19958.37,383.3899999999994,20341.76
2025-01-06 22:00:00,high,20028.21,383.3899999999994,20411.6
2025-01-06 23:00:00,high,20712.92,383.39000000000306,21096.31
2025-01-07 00:00:00,high,21675.19,383.40000000000146,22058.59
2025-01-07 01:00:00,high,22465.09,383.3899999999994,22848.48
2025-01-07 02:00:00,high,22860.45,383.3899999999994,23243.84
2025-01-07 03:00:00,high,22436.76,383.39000000000306,22820.15
2025-01-07 04:00:00,high,21589.02,383.3999999999978,21972.42
2025-01-07 05:00:00,high,20842.13,383.3999999999978,21225.53
2025-01-07 06:00:00,high,20091.55,383.40000000000146,20474.95
2025-01-07 07:00:00,high,19707.11,383.3999999999978,20090.51
2025-01-07 08:00:00,high,19753.21,383.40000000000146,20136.61
2025-01-07 09:00:00,high,20170.62,383.40000000000146,20554.02
2025-01-07 10:00:00,high,20587.06,383.3899999999994,20970.45
2025-01-07 11:00:00,high,21038.91,383.3899999999994,21422.3
2025-01-07 12:00:00,high,21675.86,383.3999999999978,22059.26
2025-01-07 13:00:00,high,22422.99,383.3999999999978,22806.39
2025-01-07 14:00:00,high,23465.1,383.40000000000146,23848.5
2025-01-07 15:00:00,high,22845.85,383.39000000000306,23229.24
2025-01-07 16:00:00,high,22223.65,383.3999999999978,22607.05
2025-01-07 17:00:00,high,21743.94,383.39000000000306,22127.33
2025-01-07 18:00:00,high,21441.69,383.39000000000306,21825.08
2025-01-07 19:00:00,high,21277.57,383.40000000000146,21660.97
2025-01-07 20:00:00,high,21294.5,383.3899999999994,21677.89
2025-01-07 21:00:00,high,21449.89,383.3899999999994,21833.28
2025-01-07 22:00:00,high,21523.9,383.3899999999994,21907.29
2025-01-07 23:00:00,high,22207.99,383.3999999999978,22591.39
2025-01-08 00:00:00,high,22903.31,383.3999999999978,23286.71
2025-01-08 01:00:00,high,23626.79,383.3899999999994,24010.18
2025-01-08 02:00:00,high,23909.84,383.3899999999994,24293.23
2025-01-08 03:00:00,high,23325.89,383.40000000000146,23709.29
2025-01-08 04:00:00,high,22769.32,383.40000000000146,23152.72
2025-01-08 05:00:00,high,22326.32,383.40000000000146,22709.72
2025-01-08 06:00:00,high,21707.26,383.39000000000306,22090.65
2025-01-08 07:00:00,high,21672.39,383.40000000000146,22055.79
2025-01-08 08:00:00,high,21976.13,383.3999999999978,22359.53
2025-01-08 09:00:00,high,22620.33,383.3999999999978,23003.73
2025-01-08 10:00:00,high,23206.08,383.3899999999994,23589.47
2025-01-08 11:00:00,high,23774.15,383.3899999999994,24157.54
2025-01-08 12:00:00,high,24309.59,383.40000000000146,24692.99
2025-01-08 13:00:00,high,24922.52,383.3999999999978,25305.92
2025-01-08 14:00:00,high,25790.89,383.40000000000146,26174.29
2025-01-08 15:00:00,high,25296.1,383.39000000000306,25679.49
2025-01-08 16:00:00,high,23772.18,383.40000000000146,24155.58
2025-01-08 17:00:00,high,22418.87,383.3899999999994,22802.26
2025-01-08 18:00:00,high,21431.62,383.3899999999994,21815.01
2025-01-08 19:00:00,high,20899.65,383.3999999999978,21283.05
2025-01-08 20:00:00,high,20738.81,383.3899999999994,21122.2
2025-01-08 21:00:00,high,20853.01,383.40000000000146,21236.41
2025-01-08 22:00:00,high,20975.67,383.39000000000306,21359.06
2025-01-08 23:00:00,high,22234.74,383.3999999999978,22618.14
2025-01-09 00:00:00,high,23445.94,383.40000000000146,23829.34
2025-01-09 01:00:00,high,24205.43,383.3899999999994,24588.82
2025-01-09 02:00:00,high,24490.82,383.3899999999994,24874.21
2025-01-09 03:00:00,high,23941.65,383.3899999999994,24325.04
2025-01-09 04:00:00,high,23302.3,383.40000000000146,23685.7
2025-01-09 05:00:00,high,22699.28,383.40000000000146,23082.68
2025-01-09 06:00:00,high,22026.73,383.40000000000146,22410.13
2025-01-09 07:00:00,high,21751.85,383.40000000000146,22135.25
2025-01-09 08:00:00,high,21727.26,383.40000000000146,22110.66
2025-01-09 09:00:00,high,22023.79,383.3999999999978,22407.19
2025-01-09 10:00:00,high,22441.55,383.40000000000146,22824.95
2025-01-09 11:00:00,high,23077.2,383.3999999999978,23460.6
2025-01-09 12:00:00,high,23634.6,383.39000000000306,24017.99
2025-01-09 13:00:00,high,24065.38,383.3899999999994,24448.77
2025-01-09 14:00:00,high,24849.49,383.3899999999994,25232.88
2025-01-09 15:00:00,high,23782.52,383.3999999999978,24165.92
2025-01-09 16:00:00,high,22966.81,383.3999999999978,23350.21
2025-01-09 17:00:00,high,22049.93,383.3899999999994,22433.32
2025-01-09 18:00:00,high,21217.55,383.3899999999994,21600.94
2025-01-09 19:00:00,high,20663.12,383.40000000000146,21046.52
2025-01-09 20:00:00,high,20559.71,383.40000000000146,20943.11
2025-01-09 21:00:00,high,20677.85,383.40000000000146,21061.25
2025-01-09 22:00:00,high,20866.29,383.3999999999978,21249.69
2025-01-09 23:00:00,high,21318.06,383.3999999999978,21701.46
2025-01-10 00:00:00,high,22212.46,383.40000000000146,22595.86
2025-01-10 01:00:00,high,22932.18,383.3899999999994,23315.57
2025-01-10 02:00:00,high,23284.57,383.40000000000146,23667.97
2025-01-10 03:00:00,high,22494.73,383.40000000000146,22878.13
2025-01-10 04:00:00,high,21543.98,383.40000000000146,21927.38
2025-01-10 05:00:00,high,20771.3,383.3899999999994,21154.69
2025-01-10 06:00:00,high,20032.38,383.3899999999994,20415.77
2025-01-10 07:00:00,high,19566.23,383.40000000000146,19949.63
2025-01-10 08:00:00,high,19489.18,383.3899999999994,19872.57
2025-01-10 09:00:00,high,20123.73,383.40000000000146,20507.13
2025-01-10 10:00:00,high,20591.18,383.40000000000146,20974.58
2025-01-10 11:00:00,high,20868.2,383.3999999999978,21251.6
2025-01-10 12:00:00,high,21294.5,383.3899999999994,21677.89
2025-01-10 13:00:00,high,21689.61,383.3999999999978,22073.01
2025-01-10 14:00:00,high,22162.04,383.3899999999994,22545.43
2025-01-10 15:00:00,high,22579.52,383.3999999999978,22962.92
2025-01-10 16:00:00,high,22385.61,383.3999999999978,22769.01
2025-01-10 17:00:00,high,22022.6,383.40000000000146,22406.0
2025-01-10 18:00:00,high,21697.99,383.3999999999978,22081.39
2025-01-10 19:00:00,high,21471.77,383.3899999999994,21855.16
2025-01-10 20:00:00,high,21256.81,383.3899999999994,21640.2
2025-01-10 21:00:00,high,21210.92,383.39000000000306,21594.31
2025-01-10 22:00:00,high,21343.57,383.40000000000146,21726.97
2025-01-10 23:00:00,high,21620.3,383.40000000000146,22003.7
2025-01-11 00:00:00,high,19575.46,383.40000000000146,19958.86
2025-01-11 01:00:00,high,20108.24,383.3999999999978,20491.64
2025-01-11 02:00:00,high,20434.14,383.3899999999994,20817.53
2025-01-11 03:00:00,high,19751.68,383.40000000000146,20135.08
2025-01-11 04:00:00,high,19068.05,383.40000000000146,19451.45
2025-01-11 05:00:00,high,18395.95,383.3899999999994,18779.34
2025-01-11 06:00:00,high,17737.02,383.3999999999978,18120.42
2025-01-11 07:00:00,high,17490.46,383.40000000000146,17873.86
2025-01-11 08:00:00,high,17451.64,383.3899999999994,17835.03
2025-01-11 09:00:00,high,17633.38,383.3899999999994,18016.77
2025-01-11 10:00:00,high,18086.04,383.3999999999978,18469.44
2025-01-11 11:00:00,high,18782.56,383.3899999999994,19165.95
2025-01-11 12:00:00,high,19586.98,383.3899999999994,19970.37
2025-01-11 13:00:00,high,20466.94,383.40000000000146,20850.34
2025-01-11 14:00:00,high,21816.35,383.39000000000306,22199.74
2025-01-11 15:00:00,high,22800.18,383.40000000000146,23183.58
2025-01-11 16:00:00,high,22927.6,383.40000000000146,23311.0
2025-01-11 17:00:00,high,22732.99,383.3999999999978,23116.39
2025-01-11 18:00:00,high,22489.48,383.40000000000146,22872.88
2025-01-11 19:00:00,high,22241.97,383.3899999999994,22625.36
2025-01-11 20:00:00,high,22141.57,383.40000000000146,22524.97
2025-01-11 21:00:00,high,22035.21,383.40000000000146,22418.61
2025-01-11 22:00:00,high,21930.59,383.40000000000146,22313.99
2025-01-11 23:00:00,high,22171.71,383.40000000000146,22555.11
2025-01-12 00:00:00,high,23848.65,383.3999999999978,24232.05
2025-01-12 01:00:00,high,24441.65,383.3999999999978,24825.05
2025-01-12 02:00:00,high,24709.35,383.40000000000146,25092.75
2025-01-12 03:00:00,high,24050.19,383.40000000000146,24433.59
2025-01-12 04:00:00,high,23468.6,383.40000000000146,23852.0
2025-01-12 05:00:00,high,22937.28,383.40000000000146,23320.68
2025-01-12 06:00:00,high,22467.78,383.40000000000146,22851.18
2025-01-12 07:00:00,high,22421.97,383.3899999999994,22805.36
2025-01-12 08:00:00,high,22445.86,383.3999999999978,22829.26
2025-01-12 09:00:00,high,22741.82,383.40000000000146,23125.22
2025-01-12 10:00:00,high,23193.45,383.3999999999978,23576.85
2025-01-12 11:00:00,high,23723.27,383.3999999999978,24106.67
2025-01-12 12:00:00,high,24255.45,383.3999999999978,24638.85
2025-01-12 13:00:00,high,24797.94,383.40000000000146,25181.34
2025-01-12 14:00:00,high,26320.24,383.3999999999978,26703.64
2025-01-12 15:00:00,high,25967.05,383.3899999999994,26350.44
2025-01-12 16:00:00,high,25137.0,383.40000000000146,25520.4
2025-01-12 17:00:00,high,24349.41,383.40000000000146,24732.81
2025-01-12 18:00:00,high,23600.08,383.3999999999978,23983.48
2025-01-12 19:00:00,high,22878.56,383.3999999999978,23261.96
2025-01-12 20:00:00,high,22311.92,383.40000000000146,22695.32
2025-01-12 21:00:00,high,22177.65,383.3899999999994,22561.04
2025-01-12 22:00:00,high,22131.42,383.39000000000306,22514.81
2025-01-12 23:00:00,high,22943.67,383.39000000000306,23327.06
2025-01-13 00:00:00,high,26094.75,383.3899999999994,26478.14
2025-01-13 01:00:00,high,26812.35,383.40000000000146,27195.75
2025-01-13 02:00:00,high,27143.06,383.3999999999978,27526.46
2025-01-13 03:00:00,high,26780.63,383.3899999999994,27164.02
2025-01-13 04:00:00,high,26125.33,383.3899999999994,26508.72
2025-01-13 05:00:00,high,25460.65,383.3899999999994,25844.04
2025-01-13 06:00:00,high,25053.31,383.3899999999994,25436.7
2025-01-13 07:00:00,high,25047.4,383.3899999999994,25430.79
2025-01-13 08:00:00,high,25312.44,383.39000000000306,25695.83
2025-01-13 09:00:00,high,25879.19,383.40000000000146,26262.59
2025-01-13 10:00:00,high,26377.44,383.40000000000146,26760.84
2025-01-13 11:00:00,high,26932.17,383.39000000000306,27315.56
2025-01-13 12:00:00,high,27417.97,383.3999999999978,27801.37
2025-01-13 13:00:00,high,27990.4,383.3999999999978,28373.8
2025-01-13 14:00:00,high,28569.35,383.39000000000306,28952.74
2025-01-13 15:00:00,high,27200.89,383.40000000000146,27584.29
2025-01-13 16:00:00,high,25666.53,383.40000000000146,26049.93
2025-01-13 17:00:00,high,24301.31,383.3999999999978,24684.71
2025-01-13 18:00:00,high,22985.24,383.3999999999978,23368.64
2025-01-13 19:00:00,high,21870.9,383.3999999999978,22254.3
2025-01-13 20:00:00,high,21326.94,383.40000000000146,21710.34
2025-01-13 21:00:00,high,21247.84,383.40000000000146,21631.24
2025-01-13 22:00:00,high,21676.9,383.3999999999978,22060.3
2025-01-13 23:00:00,high,22936.78,383.40000000000146,23320.18
2025-01-14 00:00:00,high,24104.96,383.40000000000146,24488.36
2025-01-14 01:00:00,high,24828.37,383.40000000000146,25211.77
2025-01-14 02:00:00,high,25157.91,383.3899999999994,25541.3
2025-01-14 03:00:00,high,24679.12,383.40000000000146,25062.52
2025-01-14 04:00:00,high,23867.54,383.3999999999978,24250.94
2025-01-14 05:00:00,high,23067.3,383.40000000000146,23450.7
2025-01-14 06:00:00,high,22230.59,383.40000000000146,22613.99
2025-01-14 07:00:00,high,21872.01,383.39000000000306,22255.4
2025-01-14 08:00:00,high,21914.51,383.40000000000146,22297.91
2025-01-14 09:00:00,high,22141.26,383.40000000000146,22524.66
2025-01-14 10:00:00,high,22506.61,383.3899999999994,22890.0
2025-01-14 11:00:00,high,22879.26,383.40000000000146,23262.66
2025-01-14 12:00:00,high,23224.57,383.40000000000146,23607.97
2025-01-14 13:00:00,high,23698.81,383.3999999999978,24082.21
2025-01-14 14:00:00,high,24529.95,383.3999999999978,24913.35
2025-01-14 15:00:00,high,23937.39,383.40000000000146,24320.79
2025-01-14 16:00:00,high,23156.7,383.3899999999994,23540.09
2025-01-14 17:00:00,high,22445.35,383.40000000000146,22828.75
2025-01-14 18:00:00,high,21668.21,383.40000000000146,22051.61
2025-01-14 19:00:00,high,21055.26,383.39000000000306,21438.65
2025-01-14 20:00:00,high,20710.46,383.3899999999994,21093.85
2025-01-14 21:00:00,high,21000.02,383.3999999999978,21383.42
2025-01-14 22:00:00,high,21298.72,383.3899999999994,21682.11
2025-01-14 23:00:00,high,22062.28,383.3899999999994,22445.67
2025-01-15 00:00:00,high,23951.0,383.40000000000146,24334.4
2025-01-15 01:00:00,high,24979.19,383.40000000000146,25362.59
2025-01-15 02:00:00,high,25496.22,383.3999999999978,25879.62
2025-01-15 03:00:00,high,25385.09,383.40000000000146,25768.49
2025-01-15 04:00:00,high,25178.81,383.3999999999978,25562.21
2025-01-15 05:00:00,high,24915.22,383.3999999999978,25298.62
2025-01-15 06:00:00,high,24637.81,383.3899999999994,25021.2
2025-01-15 07:00:00,high,24553.05,383.40000000000146,24936.45
2025-01-15 08:00:00,high,24979.0,383.40000000000146,25362.4
2025-01-15 09:00:00,high,25810.37,383.40000000000146,26193.77
2025-01-15 10:00:00,high,26637.19,383.40000000000146,27020.59
2025-01-15 11:00:00,high,27414.87,383.40000000000146,27798.27
2025-01-15 12:00:00,high,28161.44,383.40000000000146,28544.84
2025-01-15 13:00:00,high,28882.76,383.40000000000146,29266.16
2025-01-15 14:00:00,high,30966.34,383.40000000000146,31349.74
2025-01-15 15:00:00,high,30594.77,383.3999999999978,30978.17
2025-01-15 16:00:00,high,29564.47,383.3999999999978,29947.87
2025-01-15 17:00:00,high,28375.57,383.3899999999994,28758.96
2025-01-15 18:00:00,high,27053.32,383.3899999999994,27436.71
2025-01-15 19:00:00,high,25867.37,383.40000000000146,26250.77
2025-01-15 20:00:00,high,24975.03,383.40000000000146,25358.43
2025-01-15 21:00:00,high,24839.83,383.3999999999978,25223.23
2025-01-15 22:00:00,high,24750.18,383.40000000000146,25133.58
2025-01-15 23:00:00,high,25845.45,383.3999999999978,26228.85
2025-01-16 00:00:00,high,26858.17,383.39000000000306,27241.56
2025-01-16 01:00:00,high,27386.81,383.3899999999994,27770.2
2025-01-16 02:00:00,high,27533.13,383.3899999999994,27916.52
2025-01-16 03:00:00,high,26969.77,383.3999999999978,27353.17
2025-01-16 04:00:00,high,26144.86,383.3999999999978,26528.26
2025-01-16 05:00:00,high,25304.53,383.40000000000146,25687.93
2025-01-16 06:00:00,high,24665.63,383.3899999999994,25049.02
2025-01-16 07:00:00,high,24643.09,383.40000000000146,25026.49
2025-01-16 08:00:00,high,24700.2,383.3899999999994,25083.59
2025-01-16 09:00:00,high,24988.89,383.40000000000146,25372.29
2025-01-16 10:00:00,high,25414.53,383.40000000000146,25797.93
2025-01-16 11:00:00,high,25904.54,383.3999999999978,26287.94
2025-01-16 12:00:00,high,26290.04,383.3999999999978,26673.44
2025-01-16 13:00:00,high,26594.72,383.3899999999994,26978.11
2025-01-16 14:00:00,high,27194.74,383.3899999999994,27578.13
2025-01-16 15:00:00,high,25980.71,383.40000000000146,26364.11
2025-01-16 16:00:00,high,24954.67,383.40000000000146,25338.07
2025-01-16 17:00:00,high,24242.39,383.40000000000146,24625.79
2025-01-16 18:00:00,high,23520.47,383.3999999999978,23903.87
2025-01-16 19:00:00,high,23372.71,383.3899999999994,23756.1
2025-01-16 20:00:00,high,23231.21,383.40000000000146,23614.61
2025-01-16 21:00:00,high,23229.4,383.3999999999978,23612.8
2025-01-16 22:00:00,high,23329.53,383.40000000000146,23712.93
2025-01-16 23:00:00,high,23614.81,383.3899999999994,23998.2
2025-01-17 00:00:00,high,24085.61,383.3999999999978,24469.01
2025-01-17 01:00:00,high,24380.78,383.3899999999994,24764.17
2025-01-17 02:00:00,high,24166.21,383.3899999999994,24549.6
2025-01-17 03:00:00,high,23095.08,383.3999999999978,23478.48
2025-01-17 04:00:00,high,22106.42,383.39000000000306,22489.81
2025-01-17 05:00:00,high,21091.02,383.3899999999994,21474.41
2025-01-17 06:00:00,high,20215.04,383.3899999999994,20598.43
2025-01-17 07:00:00,high,19506.7,383.3899999999994,19890.09
2025-01-17 08:00:00,high,19520.76,383.39000000000306,19904.15
2025-01-17 09:00:00,high,19832.96,383.40000000000146,20216.36
2025-01-17 10:00:00,high,20297.3,383.40000000000146,20680.7
2025-01-17 11:00:00,high,20944.11,383.3999999999978,21327.51
2025-01-17 12:00:00,high,21483.08,383.3899999999994,21866.47
2025-01-17 13:00:00,high,22113.65,383.3999999999978,22497.05
2025-01-17 14:00:00,high,22713.17,383.40000000000146,23096.57
2025-01-17 15:00:00,high,23173.84,383.40000000000146,23557.24
2025-01-17 16:00:00,high,23452.15,383.3899999999994,23835.54
2025-01-17 17:00:00,high,23341.77,383.3899999999994,23725.16
2025-01-17 18:00:00,high,23172.61,383.3999999999978,23556.01
2025-01-17 19:00:00,high,22980.75,383.40000000000146,23364.15
2025-01-17 20:00:00,high,22757.89,383.3899999999994,23141.28
2025-01-17 21:00:00,high,22666.73,383.40000000000146,23050.13
2025-01-17 22:00:00,high,22716.44,383.40000000000146,23099.84
2025-01-17 23:00:00,high,23124.59,383.3899999999994,23507.98
2025-01-18 00:00:00,high,21516.84,383.40000000000146,21900.24
2025-01-18 01:00:00,high,22188.09,383.3899999999994,22571.48
2025-01-18 02:00:00,high,22779.96,383.3899999999994,23163.35
2025-01-18 03:00:00,high,22452.27,383.3999999999978,22835.67
2025-01-18 04:00:00,high,22102.02,383.3999999999978,22485.42
2025-01-18 05:00:00,high,21643.38,383.3999999999978,22026.78
2025-01-18 06:00:00,high,21382.79,383.3899999999994,21766.18
2025-01-18 07:00:00,high,21472.35,383.40000000000146,21855.75
2025-01-18 08:00:00,high,21658.04,383.3899999999994,22041.43
2025-01-18 09:00:00,high,21602.04,383.3999999999978,21985.44
2025-01-18 10:00:00,high,21509.17,383.39000000000306,21892.56
2025-01-18 11:00:00,high,21426.67,383.40000000000146,21810.07
2025-01-18 12:00:00,high,21335.67,383.40000000000146,21719.07
2025-01-18 13:00:00,high,21321.39,383.40000000000146,21704.79
