core_state,double_state,core_energy_Ha,core_energy_eV,double_energy_Ha,double_energy_eV,kinetic_energy_eV,rate_s,rate_eV,rdm_element,intensity
0,0,-0.6372625492981563,-17.34080613397185,-1.0,-27.2,14.0,100000000000000.0,0.0024189646831156266,0.8,100
