,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
46,-1.1308203395479755,-1.116651162745699,-1.1305517189143464,-1.136982208804156,-1.1333381508392704,-1.1244611935900979,-1.1370380157299025,-1.1350752031534759,-1.1370380157299027,-1.1369525998611123,-1.135390728857145,-1.1251183767660244,-1.1350752031534759,-1.136623505832967,-1.1310986770841034,-1.1372625492981552,-1.1370380157299025,-1.1369529485567078,-1.1369822088041555,-1.1372332781000503
47,-1.1308203395479755,-1.1308203395479752,-1.1161732846536578,-1.136982208804156,-1.1333381508392704,-1.1263201371879286,-1.135357214588016,-1.1251183767660244,-1.1351110886305313,-1.135585973151482,-1.136982208804156,-1.1351888294620422,-1.1369822088041555,-1.1370380157299025,-1.1370380157299025,-1.1371854847536178,-1.1332527130536172,-1.1366527532112227,-1.1370380157299025,-1.1363087484255667
48,-1.1308203395479755,-1.136982208804156,-1.1305517189143464,-1.136982208804156,-1.1333381508392704,-1.1279946843299598,-1.1370380157299025,-1.1350752031534759,-1.1370380157299025,-1.1328973713110029,-1.1332527130536172,-1.1310986770841034,-1.1350752031534759,-1.1332088465223737,-1.1369525998611127,-1.1368651723862193,-1.1360802556896594,-1.1361675911737428,-1.1370380157299025,-1.1357549697344527
49,-1.1308203395479755,-1.1308203395479752,-1.1305517189143464,-1.1349079218644864,-1.1333381508392704,-1.1263201371879286,-1.1372133903965913,-1.1350467033745493,-1.136982208804156,-1.1348783939472216,-1.1350887904129883,-1.1332527130536172,-1.1350752031534757,-1.1310986770841034,-1.1370380157299025,-1.136865172386219,-1.1370380157299025,-1.136920970592588,-1.1350752031534754,-1.1350752031534757
50,-1.1331152717806328,-1.116651162745699,-1.1305517189143464,-1.1349079218644864,-1.1333381508392704,-1.1244611935900979,-1.136923339579796,-1.1369822088041555,-1.1370380157299025,-1.1349079218644864,-1.1331640809105281,-1.1251183767660244,-1.1357549697344524,-1.137185484753618,-1.1370380157299025,-1.1351110886305316,-1.1369529485567078,-1.1372133903965913,-1.1370380157299025,-1.1362509311856708
51,-1.1331152717806328,-1.116651162745699,-1.1305517189143464,-1.136982208804156,-1.1333381508392704,-1.1244611935900979,-1.1332527130536172,-1.1350460173974661,-1.1370380157299025,-1.1348783939472216,-1.1295164237239232,-1.1349612084908032,-1.1370090984810064,-1.1333381508392704,-1.136982208804156,-1.1361679398693383,-1.1370380157299025,-1.1369822088041557,-1.1370380157299025,-1.1332527130536172
52,-1.1308203395479755,-1.116651162745699,-1.1305517189143464,-1.136982208804156,-1.1333381508392704,-1.1279945959353446,-1.1370380157299025,-1.1369822088041555,-1.1363087484255672,-1.1369822088041557,-1.1351444579376462,-1.1350752031534759,-1.1365141362763618,-1.1372625492981558,-1.1369822088041557,-1.1365141362763618,-1.1366527532112227,-1.1371854847536176,-1.1372625492981558,-1.1368651723862193
53,-1.1303392703524733,-1.116651162745699,-1.1305517189143464,-1.1344299470954589,-1.1333381508392704,-1.1263201371879286,-1.1251183767660244,-1.1371854847536176,-1.1370380157299025,-1.1351888294620422,-1.1332088465223737,-1.1251183767660244,-1.1350752031534759,-1.1350752031534757,-1.1371854847536178,-1.1365141362763618,-1.1372334511830848,-1.137185484753618,-1.1370380157299025,-1.1350460173974661
54,-1.1331152717806328,-1.116651162745699,-1.1307899128567886,-1.136982208804156,-1.1333381508392704,-1.124610344205239,-1.1251183767660244,-1.1349612084908032,-1.1370380157299025,-1.1369522485199606,-1.1332088465223737,-1.1251183767660244,-1.1369529485567078,-1.136982208804156,-1.136514136276362,-1.1369822088041555,-1.136952948556708,-1.1361971694515856,-1.136982208804156,-1.1350752031534754
55,-1.1331152717806328,-1.136982208804156,-1.1161732846536578,-1.1349079218644864,-1.1333381508392704,-1.1244611935900979,-1.1349612084908032,-1.1369822088041555,-1.1370380157299025,-1.1370380157299025,-1.1332088465223737,-1.1346192957457395,-1.1370380157299025,-1.1370380157299025,-1.1370380157299025,-1.1369822088041555,-1.1369822088041555,-1.1370080532657778,-1.1349079218644864,-1.1370380157299025
56,-1.1308203395479755,-1.1308203395479752,-1.1161732846536578,-1.136982208804156,-1.1333381508392704,-1.1263201371879286,-1.1333381508392704,-1.1369822088041555,-1.137008753302525,-1.1349079218644864,-1.1331640809105281,-1.1332527130536172,-1.1370087533025255,-1.1357549697344524,-1.1370380157299025,-1.1361971694515853,-1.1368651723862193,-1.1371454690792984,-1.1369822088041557,-1.1350752031534757
57,-1.1308203395479755,-1.136982208804156,-1.1305517189143464,-1.136982208804156,-1.1333381508392704,-1.1263200259514017,-1.1332527130536172,-1.1350460173974661,-1.1369822088041555,-1.1369525998611127,-1.1332088465223737,-1.1251183767660244,-1.1369223512525812,-1.1357549697344524,-1.136575430107151,-1.135045317360719,-1.1363087484255672,-1.1350752031534759,-1.1370380157299025,-1.1350752031534757
58,-1.1228152255932504,-1.1308203395479752,-1.1305517189143464,-1.136982208804156,-1.1333381508392704,-1.1263201371879286,-1.1363087484255672,-1.1350752031534759,-1.136982208804156,-1.1369525998611127,-1.1332088465223737,-1.1251183767660244,-1.1350752031534759,-1.1332088465223737,-1.1369223512525812,-1.1368651723862193,-1.1310986770841034,-1.136652753211223,-1.1369822088041555,-1.1370380157299025
59,-1.1331152717806328,-1.116651162745699,-1.1305517189143464,-1.136982208804156,-1.1333381508392704,-1.1244611935900979,-1.1369223512525812,-1.1350752031534754,-1.1370380157299025,-1.1369525998611127,-1.1332527130536172,-1.1251183767660244,-1.1368623723486102,-1.1368352145972196,-1.1346727555373706,-1.136952948556708,-1.136982208804156,-1.1350752031534754,-1.1370380157299025,-1.1350752031534757
